"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 10 01:27:02 GMT 2025","Sun Aug 10 01:27:12 GMT 2025","9461","","Shopping Cart Testing","","Verify Shopping Cart","","Verify Shopping Cart",""
"passed","Sun Aug 10 01:27:11 GMT 2025","Sun Aug 10 01:27:12 GMT 2025","349","","Calculator Tests","","Verify SUM","","Verify SUM",""
"passed","Sun Aug 10 01:27:11 GMT 2025","Sun Aug 10 01:27:11 GMT 2025","755","","Calculator Tests","","Verify MUlTIPLY","","Verify MUlTIPLY",""
"passed","Sun Aug 10 01:27:02 GMT 2025","Sun Aug 10 01:27:11 GMT 2025","8424","","Dynamic Table Testing","","Verify CPU usage of Browsers in the dynamic table","","Verify CPU usage of Browsers in the dynamic table",""
